(u737, p6):(u2, p6, 0)
(u752, p250):(u71, p250, 3672)
(u343, p250):(u71, p250, 3673)
(u818, p250):(u71, p250, 3674)
(u379, p250):(u71, p250, 3675)
(u71, p250):(-1, -1, 3676)
(u188, p254):(u74, p254, 3677)
(u74, p254):(-1, -1, 3678)
(u80, p118):(u80, p263, 3679)
(u80, p263):(-1, -1, 3680)
(u420, p50):(u82, p50, 3681)
(u420, p266):(u82, p266, 3682)
(u420, p265):(u82, p265, 3683)
(u420, p268):(u82, p268, 3684)
(u420, p267):(u82, p267, 3685)
(u420, p269):(u82, p269, 3686)
(u436, p275):(u85, p275, 3687)
(u85, p275):(-1, -1, 3688)
(u476, p278):(u87, p278, 3689)
(u988, p278):(u87, p278, 3690)
(u671, p278):(u87, p278, 3691)
(u231, p278):(u87, p278, 3692)
(u157, p278):(u87, p278, 3693)
(u472, p278):(u87, p278, 3694)
(u87, p278):(-1, -1, 3695)
(u1057, p285):(u93, p285, 3696)
(u1149, p285):(u93, p285, 3697)
(u1166, p285):(u93, p285, 3698)
(u185, p285):(u93, p285, 3699)
(u785, p285):(u93, p285, 3700)
(u941, p285):(u93, p285, 3701)
(u93, p285):(-1, -1, 3702)
(u40, p152):(u101, p152, 3703)
(u46, p152):(u101, p152, 3704)
(u506, p152):(u101, p152, 3705)
(u930, p152):(u101, p152, 3706)
(u101, p152):(-1, -1, 3707)
(u615, p242):(u107, p242, 3708)
(u67, p242):(u107, p242, 3709)
(u484, p242):(u107, p242, 3710)
(u1133, p242):(u107, p242, 3711)
(u840, p242):(u107, p242, 3712)
(u662, p242):(u107, p242, 3713)
(u107, p242):(-1, -1, 3714)
(u36, p135):(u112, p135, 3715)
(u112, p135):(-1, -1, 3716)
(u828, p118):(u113, p118, 3717)
(u1132, p118):(u113, p118, 3718)
(u1147, p118):(u113, p118, 3719)
(u1125, p118):(u113, p118, 3720)
(u113, p118):(-1, -1, 3721)
(u1080, p2):(u115, p2, 3722)
(u117, p327):(-1, -1, 3723)
(u661, p345):(u133, p345, 3724)
(u674, p345):(u133, p345, 3725)
(u1166, p345):(u133, p345, 3726)
(u133, p345):(-1, -1, 3727)
(u135, p165):(u135, p217, 3728)
(u840, p203):(u138, p203, 3729)
(u1109, p203):(u138, p203, 3730)
(u874, p203):(u138, p203, 3731)
(u562, p203):(u138, p203, 3732)
(u329, p203):(u138, p203, 3733)
(u957, p203):(u138, p203, 3734)
(u273, p203):(u138, p203, 3735)
(u314, p203):(u138, p203, 3736)
(u657, p203):(u138, p203, 3737)
(u138, p203):(-1, -1, 3738)
(u447, p361):(u139, p361, 3739)
(u904, p361):(u139, p361, 3740)
(u1131, p361):(u139, p361, 3741)
(u139, p361):(-1, -1, 3742)
(u785, p145):(u140, p145, 3743)
(u958, p145):(u140, p145, 3744)
(u472, p145):(u140, p145, 3745)
(u820, p145):(u140, p145, 3746)
(u108, p145):(u140, p145, 3747)
(u407, p145):(u140, p145, 3748)
(u850, p145):(u140, p145, 3749)
(u284, p145):(u140, p145, 3750)
(u995, p145):(u140, p145, 3751)
(u60, p206):(u151, p206, 3752)
(u151, p206):(-1, -1, 3753)
(u154, p79):(u154, p377, 3754)
(u154, p340):(u154, p377, 3755)
(u154, p378):(u154, p377, 3756)
(u154, p214):(u154, p377, 3757)
(u154, p292):(u154, p377, 3758)
(u154, p41):(u154, p377, 3759)
(u154, p376):(u154, p377, 3760)
(u154, p379):(u154, p377, 3761)
(u154, p16):(u154, p377, 3762)
(u154, p377):(-1, -1, 3763)
(u50, p191):(u158, p191, 3764)
(u739, p191):(u158, p191, 3765)
(u158, p191):(-1, -1, 3766)
(u84, p183):(u175, p183, 3767)
(u1109, p183):(u175, p183, 3768)
(u160, p183):(u175, p183, 3769)
(u777, p183):(u175, p183, 3770)
(u1155, p183):(u175, p183, 3771)
(u130, p183):(u175, p183, 3772)
(u175, p183):(-1, -1, 3773)
(u397, p296):(u186, p296, 3774)
(u186, p296):(-1, -1, 3775)
(u509, p366):(u187, p366, 3776)
(u143, p366):(u187, p366, 3777)
(u630, p366):(u187, p366, 3778)
(u258, p366):(u187, p366, 3779)
(u187, p366):(-1, -1, 3780)
(u387, p402):(u188, p402, 3781)
(u1009, p402):(u188, p402, 3782)
(u1147, p402):(u188, p402, 3783)
(u188, p402):(-1, -1, 3784)
(u1082, p413):(u198, p413, 3785)
(u671, p413):(u198, p413, 3786)
(u817, p413):(u198, p413, 3787)
(u1176, p413):(u198, p413, 3788)
(u545, p413):(u198, p413, 3789)
(u303, p413):(u198, p413, 3790)
(u941, p413):(u198, p413, 3791)
(u370, p413):(u198, p413, 3792)
(u281, p413):(u198, p413, 3793)
(u453, p413):(u198, p413, 3794)
(u694, p413):(u198, p413, 3795)
(u1083, p413):(u198, p413, 3796)
(u415, p413):(u198, p413, 3797)
(u1096, p413):(u198, p413, 3798)
(u198, p413):(-1, -1, 3799)
(u200, p414):(u200, p14, 3800)
(u200, p14):(-1, -1, 3801)
(u205, p287):(-1, -1, 3802)
(u15, p72):(u220, p72, 3803)
(u596, p72):(u220, p72, 3804)
(u903, p72):(u220, p72, 3805)
(u803, p72):(u220, p72, 3806)
(u401, p72):(u220, p72, 3807)
(u565, p72):(u220, p72, 3808)
(u789, p72):(u220, p72, 3809)
(u1040, p72):(u220, p72, 3810)
(u123, p72):(u220, p72, 3811)
(u441, p72):(u220, p72, 3812)
(u220, p72):(-1, -1, 3813)
(u878, p427):(u221, p427, 3814)
(u221, p427):(-1, -1, 3815)
(u222, p433):(u222, p431, 3816)
(u222, p74):(u222, p431, 3817)
(u222, p51):(u222, p431, 3818)
(u222, p211):(u222, p431, 3819)
(u721, p207):(u224, p207, 3820)
(u347, p207):(u224, p207, 3821)
(u226, p207):(u224, p207, 3822)
(u224, p207):(-1, -1, 3823)
(u443, p204):(u226, p204, 3824)
(u226, p204):(-1, -1, 3825)
(u143, p233):(u240, p233, 3826)
(u240, p233):(-1, -1, 3827)
(u506, p303):(u247, p303, 3828)
(u490, p411):(u250, p411, 3829)
(u1166, p411):(u250, p411, 3830)
(u524, p411):(u250, p411, 3831)
(u1149, p411):(u250, p411, 3832)
(u997, p411):(u250, p411, 3833)
(u608, p411):(u250, p411, 3834)
(u250, p411):(-1, -1, 3835)
(u1012, p192):(u252, p192, 3836)
(u1049, p192):(u252, p192, 3837)
(u180, p192):(u252, p192, 3838)
(u50, p192):(u252, p192, 3839)
(u252, p192):(-1, -1, 3840)
(u1133, p451):(u257, p452, 3841)
(u257, p452):(-1, -1, 3842)
(u933, p200):(u264, p200, 3843)
(u466, p200):(u264, p200, 3844)
(u172, p200):(u264, p200, 3845)
(u643, p200):(u264, p200, 3846)
(u264, p200):(-1, -1, 3847)
(u345, p455):(u268, p455, 3848)
(u268, p455):(-1, -1, 3849)
(u686, p196):(u270, p196, 3850)
(u942, p196):(u270, p196, 3851)
(u54, p196):(u270, p196, 3852)
(u270, p196):(-1, -1, 3853)
(u239, p50):(u276, p50, 3854)
(u686, p50):(u276, p50, 3855)
(u520, p50):(u276, p50, 3856)
(u790, p50):(u276, p50, 3857)
(u619, p50):(u276, p50, 3858)
(u116, p50):(u276, p50, 3859)
(u477, p50):(u276, p50, 3860)
(u370, p50):(u276, p50, 3861)
(u650, p50):(u276, p50, 3862)
(u967, p50):(u276, p50, 3863)
(u82, p50):(u276, p50, 3864)
(u12, p50):(u276, p50, 3865)
(u553, p50):(u276, p50, 3866)
(u108, p50):(u276, p50, 3867)
(u1125, p50):(u276, p50, 3868)
(u197, p50):(u276, p50, 3869)
(u905, p50):(u276, p50, 3870)
(u97, p50):(u276, p50, 3871)
(u652, p50):(u276, p50, 3872)
(u1023, p50):(u276, p50, 3873)
(u691, p50):(u276, p50, 3874)
(u451, p50):(u276, p50, 3875)
(u620, p50):(u276, p50, 3876)
(u276, p50):(-1, -1, 3877)
(u84, p238):(u282, p238, 3878)
(u608, p238):(u282, p238, 3879)
(u604, p238):(u282, p238, 3880)
(u362, p238):(u282, p238, 3881)
(u554, p238):(u282, p238, 3882)
(u66, p238):(u282, p238, 3883)
(u314, p238):(u282, p238, 3884)
(u665, p238):(u282, p238, 3885)
(u282, p238):(-1, -1, 3886)
(u36, p134):(u283, p134, 3887)
(u283, p134):(-1, -1, 3888)
(u661, p474):(u288, p474, 3889)
(u902, p474):(u288, p474, 3890)
(u569, p474):(u288, p474, 3891)
(u573, p474):(u288, p474, 3892)
(u288, p474):(-1, -1, 3893)
(u83, p272):(u303, p272, 3894)
(u996, p272):(u303, p272, 3895)
(u179, p272):(u303, p272, 3896)
(u559, p272):(u303, p272, 3897)
(u295, p272):(u303, p272, 3898)
(u179, p271):(u303, p271, 3899)
(u295, p271):(u303, p271, 3900)
(u996, p271):(u303, p271, 3901)
(u83, p271):(u303, p271, 3902)
(u1078, p145):(u309, p145, 3903)
(u501, p145):(u309, p145, 3904)
(u567, p145):(u309, p145, 3905)
(u481, p145):(u309, p145, 3906)
(u722, p145):(u309, p145, 3907)
(u758, p145):(u309, p145, 3908)
(u462, p145):(u309, p145, 3909)
(u601, p145):(u309, p145, 3910)
(u1145, p145):(u309, p145, 3911)
(u726, p145):(u309, p145, 3912)
(u690, p463):(u313, p463, 3913)
(u481, p463):(u313, p463, 3914)
(u1166, p463):(u313, p463, 3915)
(u280, p463):(u313, p463, 3916)
(u674, p463):(u313, p463, 3917)
(u789, p463):(u313, p463, 3918)
(u338, p463):(u313, p463, 3919)
(u661, p463):(u313, p463, 3920)
(u313, p463):(-1, -1, 3921)
(u318, p54):(u318, p491, 3922)
(u352, p96):(u320, p96, 3923)
(u352, p145):(u320, p145, 3924)
(u323, p494):(u323, p496, 3925)
(u1178, p279):(u325, p279, 3926)
(u987, p279):(u325, p279, 3927)
(u325, p279):(-1, -1, 3928)
(u100, p303):(u329, p303, 3929)
(u615, p303):(u329, p303, 3930)
(u602, p303):(u329, p303, 3931)
(u214, p303):(u329, p303, 3932)
(u247, p303):(u329, p303, 3933)
(u329, p303):(-1, -1, 3934)
(u331, p232):(u331, p503, 3935)
(u331, p41):(u331, p503, 3936)
(u331, p502):(u331, p503, 3937)
(u331, p503):(-1, -1, 3938)
(u301, p24):(u337, p24, 3939)
(u746, p24):(u337, p24, 3940)
(u765, p24):(u337, p24, 3941)
(u347, p24):(u337, p24, 3942)
(u416, p24):(u337, p24, 3943)
(u492, p24):(u337, p24, 3944)
(u22, p24):(u337, p24, 3945)
(u132, p24):(u337, p24, 3946)
(u676, p24):(u337, p24, 3947)
(u907, p24):(u337, p24, 3948)
(u1054, p24):(u337, p24, 3949)
(u661, p24):(u337, p24, 3950)
(u65, p24):(u337, p24, 3951)
(u708, p24):(u337, p24, 3952)
(u499, p24):(u337, p24, 3953)
(u337, p24):(-1, -1, 3954)
(u345, p511):(-1, -1, 3955)
(u620, p372):(u358, p372, 3956)
(u363, p372):(u358, p372, 3957)
(u185, p372):(u358, p372, 3958)
(u935, p372):(u358, p372, 3959)
(u714, p372):(u358, p372, 3960)
(u358, p372):(-1, -1, 3961)
(u365, p13):(u365, p518, 3962)
(u365, p442):(u365, p518, 3963)
(u365, p519):(u365, p518, 3964)
(u365, p518):(-1, -1, 3965)
(u789, p96):(u370, p96, 3966)
(u1173, p96):(u370, p96, 3967)
(u320, p96):(u370, p96, 3968)
(u1173, p145):(u370, p145, 3969)
(u320, p145):(u370, p145, 3970)
(u789, p145):(u370, p145, 3971)
(u588, p145):(u370, p145, 3972)
(u373, p33):(u373, p98, 3973)
(u373, p98):(-1, -1, 3974)
(u652, p524):(u379, p524, 3975)
(u1016, p524):(u379, p524, 3976)
(u379, p524):(-1, -1, 3977)
(u327, p74):(u382, p74, 3978)
(u748, p74):(u382, p74, 3979)
(u591, p74):(u382, p74, 3980)
(u569, p74):(u382, p74, 3981)
(u842, p74):(u382, p74, 3982)
(u1128, p74):(u382, p74, 3983)
(u628, p74):(u382, p74, 3984)
(u1064, p74):(u382, p74, 3985)
(u360, p74):(u382, p74, 3986)
(u441, p74):(u382, p74, 3987)
(u690, p74):(u382, p74, 3988)
(u15, p74):(u382, p74, 3989)
(u1085, p74):(u382, p74, 3990)
(u794, p74):(u382, p74, 3991)
(u1020, p74):(u382, p74, 3992)
(u752, p74):(u382, p74, 3993)
(u812, p74):(u382, p74, 3994)
(u123, p74):(u382, p74, 3995)
(u1122, p74):(u382, p74, 3996)
(u382, p74):(-1, -1, 3997)
(u1106, p266):(u384, p266, 3998)
(u82, p266):(u384, p266, 3999)
(u910, p266):(u384, p266, 4000)
(u384, p266):(-1, -1, 4001)
(u1021, p530):(u388, p530, 4002)
(u388, p530):(-1, -1, 4003)
(u73, p251):(u397, p251, 4004)
(u73, p253):(u397, p253, 4005)
(u341, p344):(u398, p344, 4006)
(u132, p344):(u398, p344, 4007)
(u398, p344):(-1, -1, 4008)
(u900, p538):(u404, p538, 4009)
(u404, p538):(-1, -1, 4010)
(u405, p542):(u405, p540, 4011)
(u23, p95):(u410, p95, 4012)
(u990, p95):(u410, p95, 4013)
(u260, p95):(u410, p95, 4014)
(u410, p95):(-1, -1, 4015)
(u637, p534):(u413, p534, 4016)
(u413, p534):(-1, -1, 4017)
(u973, p548):(u414, p548, 4018)
(u414, p548):(-1, -1, 4019)
(u1095, p446):(u415, p446, 4020)
(u690, p446):(u415, p446, 4021)
(u637, p446):(u415, p446, 4022)
(u785, p446):(u415, p446, 4023)
(u611, p446):(u415, p446, 4024)
(u794, p446):(u415, p446, 4025)
(u352, p446):(u415, p446, 4026)
(u415, p446):(-1, -1, 4027)
(u905, p22):(u416, p22, 4028)
(u189, p22):(u416, p22, 4029)
(u180, p22):(u416, p22, 4030)
(u287, p22):(u416, p22, 4031)
(u942, p22):(u416, p22, 4032)
(u277, p22):(u416, p22, 4033)
(u416, p22):(-1, -1, 4034)
(u902, p350):(u420, p350, 4035)
(u289, p92):(u433, p92, 4036)
(u760, p35):(u434, p35, 4037)
(u538, p35):(u434, p35, 4038)
(u1145, p35):(u434, p35, 4039)
(u481, p35):(u434, p35, 4040)
(u1078, p35):(u434, p35, 4041)
(u799, p35):(u434, p35, 4042)
(u722, p35):(u434, p35, 4043)
(u289, p35):(u434, p35, 4044)
(u259, p35):(u434, p35, 4045)
(u135, p44):(u453, p44, 4046)
(u492, p44):(u453, p44, 4047)
(u902, p44):(u453, p44, 4048)
(u740, p44):(u453, p44, 4049)
(u661, p44):(u453, p44, 4050)
(u1054, p44):(u453, p44, 4051)
(u116, p44):(u453, p44, 4052)
(u628, p44):(u453, p44, 4053)
(u475, p44):(u453, p44, 4054)
(u12, p44):(u453, p44, 4055)
(u453, p44):(-1, -1, 4056)
(u657, p143):(u466, p143, 4057)
(u906, p143):(u466, p143, 4058)
(u655, p143):(u466, p143, 4059)
(u983, p143):(u466, p143, 4060)
(u626, p143):(u466, p143, 4061)
(u343, p143):(u466, p143, 4062)
(u1009, p143):(u466, p143, 4063)
(u545, p143):(u466, p143, 4064)
(u926, p143):(u466, p143, 4065)
(u517, p143):(u466, p143, 4066)
(u1108, p143):(u466, p143, 4067)
(u269, p143):(u466, p143, 4068)
(u466, p143):(-1, -1, 4069)
(u362, p184):(u471, p184, 4070)
(u604, p184):(u471, p184, 4071)
(u867, p184):(u471, p184, 4072)
(u600, p184):(u471, p184, 4073)
(u615, p184):(u471, p184, 4074)
(u160, p184):(u471, p184, 4075)
(u471, p184):(-1, -1, 4076)
(u20, p87):(u475, p87, 4077)
(u256, p87):(u475, p87, 4078)
(u197, p87):(u475, p87, 4079)
(u162, p87):(u475, p87, 4080)
(u227, p87):(u475, p87, 4081)
(u780, p87):(u475, p87, 4082)
(u475, p87):(-1, -1, 4083)
(u850, p257):(u476, p257, 4084)
(u232, p257):(u476, p257, 4085)
(u1000, p257):(u476, p257, 4086)
(u1054, p169):(u479, p169, 4087)
(u312, p169):(u479, p169, 4088)
(u72, p169):(u479, p169, 4089)
(u479, p169):(-1, -1, 4090)
(u481, p514):(u481, p150, 4091)
(u481, p146):(u481, p150, 4092)
(u481, p102):(u481, p150, 4093)
(u481, p331):(u481, p150, 4094)
(u481, p150):(-1, -1, 4095)
(u995, p578):(u488, p578, 4096)
(u909, p578):(u488, p578, 4097)
(u671, p578):(u488, p578, 4098)
(u805, p578):(u488, p578, 4099)
(u567, p578):(u488, p578, 4100)
(u991, p578):(u488, p578, 4101)
(u488, p578):(-1, -1, 4102)
(u492, p41):(u492, p431, 4103)
(u492, p211):(u492, p431, 4104)
(u492, p433):(u492, p431, 4105)
(u492, p51):(u492, p431, 4106)
(u102, p304):(u499, p304, 4107)
(u892, p304):(u499, p304, 4108)
(u499, p304):(-1, -1, 4109)
(u820, p331):(u501, p331, 4110)
(u207, p331):(u501, p331, 4111)
(u649, p237):(u506, p237, 4112)
(u66, p237):(u506, p237, 4113)
(u506, p237):(-1, -1, 4114)
(u1004, p166):(u518, p166, 4115)
(u1049, p166):(u518, p166, 4116)
(u1155, p166):(u518, p166, 4117)
(u1041, p166):(u518, p166, 4118)
(u213, p166):(u518, p166, 4119)
(u1064, p166):(u518, p166, 4120)
(u746, p166):(u518, p166, 4121)
(u518, p166):(-1, -1, 4122)
(u334, p504):(u519, p504, 4123)
(u990, p504):(u519, p504, 4124)
(u519, p504):(-1, -1, 4125)
(u718, p33):(u524, p33, 4126)
(u524, p33):(-1, -1, 4127)
(u599, p294):(u533, p294, 4128)
(u155, p36):(u538, p36, 4129)
(u423, p36):(u538, p36, 4130)
(u726, p36):(u538, p36, 4131)
(u1083, p36):(u538, p36, 4132)
(u896, p36):(u538, p36, 4133)
(u695, p36):(u538, p36, 4134)
(u589, p36):(u538, p36, 4135)
(u462, p36):(u538, p36, 4136)
(u54, p197):(u544, p197, 4137)
(u544, p197):(-1, -1, 4138)
(u269, p456):(u545, p456, 4139)
(u794, p332):(u557, p332, 4140)
(u572, p332):(u557, p332, 4141)
(u559, p332):(u557, p332, 4142)
(u122, p332):(u557, p332, 4143)
(u909, p332):(u557, p332, 4144)
(u273, p332):(u557, p332, 4145)
(u756, p332):(u557, p332, 4146)
(u957, p332):(u557, p332, 4147)
(u765, p332):(u557, p332, 4148)
(u231, p332):(u557, p332, 4149)
(u492, p332):(u557, p332, 4150)
(u557, p332):(-1, -1, 4151)
(u558, p105):(u558, p376, 4152)
(u558, p424):(u558, p376, 4153)
(u558, p106):(u558, p376, 4154)
(u558, p180):(u558, p376, 4155)
(u558, p528):(u558, p376, 4156)
(u558, p108):(u558, p376, 4157)
(u558, p49):(u558, p376, 4158)
(u558, p54):(u558, p376, 4159)
(u558, p294):(u558, p376, 4160)
(u558, p570):(u558, p376, 4161)
(u558, p525):(u558, p376, 4162)
(u558, p376):(-1, -1, 4163)
(u722, p102):(u565, p102, 4164)
(u309, p102):(u565, p102, 4165)
(u758, p102):(u565, p102, 4166)
(u1151, p102):(u565, p102, 4167)
(u695, p102):(u565, p102, 4168)
(u462, p102):(u565, p102, 4169)
(u794, p102):(u565, p102, 4170)
(u589, p102):(u565, p102, 4171)
(u259, p102):(u565, p102, 4172)
(u307, p102):(u565, p102, 4173)
(u423, p102):(u565, p102, 4174)
(u1145, p102):(u565, p102, 4175)
(u799, p102):(u565, p102, 4176)
(u760, p102):(u565, p102, 4177)
(u538, p102):(u565, p102, 4178)
(u726, p102):(u565, p102, 4179)
(u567, p102):(u565, p102, 4180)
(u185, p102):(u565, p102, 4181)
(u97, p102):(u565, p102, 4182)
(u1078, p102):(u565, p102, 4183)
(u77, p102):(u565, p102, 4184)
(u359, p102):(u565, p102, 4185)
(u565, p102):(-1, -1, 4186)
(u708, p606):(u572, p606, 4187)
(u572, p606):(-1, -1, 4188)
(u405, p540):(u573, p540, 4189)
(u573, p542):(u573, p540, 4190)
(u573, p540):(-1, -1, 4191)
(u273, p458):(u577, p458, 4192)
(u840, p145):(u581, p145, 4193)
(u961, p145):(u581, p145, 4194)
(u110, p145):(u581, p145, 4195)
(u146, p145):(u581, p145, 4196)
(u795, p145):(u581, p145, 4197)
(u362, p145):(u581, p145, 4198)
(u115, p145):(u581, p145, 4199)
(u1163, p145):(u581, p145, 4200)
(u309, p145):(u581, p145, 4201)
(u322, p145):(u581, p145, 4202)
(u979, p145):(u581, p145, 4203)
(u473, p145):(u581, p145, 4204)
(u1020, p145):(u581, p145, 4205)
(u560, p145):(u581, p145, 4206)
(u207, p145):(u581, p145, 4207)
(u134, p145):(u581, p145, 4208)
(u981, p145):(u581, p145, 4209)
(u370, p145):(u581, p145, 4210)
(u818, p145):(u581, p145, 4211)
(u543, p145):(u581, p145, 4212)
(u140, p145):(u581, p145, 4213)
(u581, p145):(-1, -1, 4214)
(u584, p601):(u591, p601, 4215)
(u754, p601):(u591, p601, 4216)
(u591, p601):(-1, -1, 4217)
(u1133, p609):(u593, p609, 4218)
(u689, p609):(u593, p609, 4219)
(u593, p609):(-1, -1, 4220)
(u895, p489):(u595, p489, 4221)
(u316, p489):(u595, p489, 4222)
(u595, p489):(-1, -1, 4223)
(u280, p314):(u601, p314, 4224)
(u686, p314):(u601, p314, 4225)
(u1089, p314):(u601, p314, 4226)
(u645, p314):(u601, p314, 4227)
(u108, p314):(u601, p314, 4228)
(u601, p314):(-1, -1, 4229)
(u368, p294):(u609, p294, 4230)
(u281, p294):(u609, p294, 4231)
(u98, p294):(u609, p294, 4232)
(u177, p294):(u609, p294, 4233)
(u580, p294):(u609, p294, 4234)
(u1064, p294):(u609, p294, 4235)
(u533, p294):(u609, p294, 4236)
(u609, p294):(-1, -1, 4237)
(u930, p613):(u615, p613, 4238)
(u615, p613):(-1, -1, 4239)
(u946, p514):(u617, p514, 4240)
(u352, p514):(u617, p514, 4241)
(u1176, p514):(u617, p514, 4242)
(u910, p514):(u617, p514, 4243)
(u957, p514):(u617, p514, 4244)
(u617, p514):(-1, -1, 4245)
(u740, p265):(u619, p265, 4246)
(u925, p265):(u619, p265, 4247)
(u1074, p265):(u619, p265, 4248)
(u383, p265):(u619, p265, 4249)
(u1089, p265):(u619, p265, 4250)
(u82, p265):(u619, p265, 4251)
(u552, p265):(u619, p265, 4252)
(u396, p265):(u619, p265, 4253)
(u842, p265):(u619, p265, 4254)
(u616, p265):(u619, p265, 4255)
(u520, p265):(u619, p265, 4256)
(u619, p265):(-1, -1, 4257)
(u1155, p142):(u626, p142, 4258)
(u830, p505):(u631, p505, 4259)
(u631, p505):(-1, -1, 4260)
(u637, p51):(u637, p500, 4261)
(u646, p544):(-1, -1, 4262)
(u92, p120):(u650, p120, 4263)
(u947, p120):(u650, p120, 4264)
(u650, p120):(-1, -1, 4265)
(u360, p517):(u665, p517, 4266)
(u768, p517):(u665, p517, 4267)
(u665, p517):(-1, -1, 4268)
(u666, p76):(u666, p77, 4269)
(u666, p77):(-1, -1, 4270)
(u1176, p417):(u668, p417, 4271)
(u352, p417):(u668, p417, 4272)
(u273, p417):(u668, p417, 4273)
(u668, p417):(-1, -1, 4274)
(u233, p31):(u671, p31, 4275)
(u1000, p31):(u671, p31, 4276)
(u214, p31):(u671, p31, 4277)
(u58, p31):(u671, p31, 4278)
(u1176, p31):(u671, p31, 4279)
(u859, p31):(u671, p31, 4280)
(u8, p31):(u671, p31, 4281)
(u910, p31):(u671, p31, 4282)
(u551, p31):(u671, p31, 4283)
(u657, p31):(u671, p31, 4284)
(u1014, p31):(u671, p31, 4285)
(u308, p31):(u671, p31, 4286)
(u985, p31):(u671, p31, 4287)
(u232, p31):(u671, p31, 4288)
(u225, p31):(u671, p31, 4289)
(u568, p31):(u671, p31, 4290)
(u671, p31):(-1, -1, 4291)
(u360, p516):(u674, p516, 4292)
(u517, p516):(u674, p516, 4293)
(u674, p516):(-1, -1, 4294)
(u533, p539):(u676, p539, 4295)
(u999, p539):(u676, p539, 4296)
(u676, p539):(-1, -1, 4297)
(u686, p119):(u686, p494, 4298)
(u686, p313):(u686, p494, 4299)
(u686, p630):(u686, p494, 4300)
(u246, p272):(u687, p272, 4301)
(u748, p272):(u687, p272, 4302)
(u871, p272):(u687, p272, 4303)
(u586, p272):(u687, p272, 4304)
(u628, p272):(u687, p272, 4305)
(u303, p272):(u687, p272, 4306)
(u910, p272):(u687, p272, 4307)
(u122, p272):(u687, p272, 4308)
(u223, p272):(u687, p272, 4309)
(u231, p272):(u687, p272, 4310)
(u1106, p272):(u687, p272, 4311)
(u775, p272):(u687, p272, 4312)
(u695, p272):(u687, p272, 4313)
(u1096, p272):(u687, p272, 4314)
(u560, p272):(u687, p272, 4315)
(u803, p272):(u687, p272, 4316)
(u207, p272):(u687, p272, 4317)
(u812, p272):(u687, p272, 4318)
(u687, p272):(-1, -1, 4319)
(u1004, p41):(u690, p41, 4320)
(u1004, p442):(u690, p442, 4321)
(u194, p408):(u691, p408, 4322)
(u691, p408):(-1, -1, 4323)
(u343, p273):(u695, p273, 4324)
(u701, p638):(u701, p502, 4325)
(u701, p526):(u701, p502, 4326)
(u701, p295):(u701, p502, 4327)
(u701, p52):(u701, p502, 4328)
(u701, p622):(u701, p502, 4329)
(u701, p630):(u701, p502, 4330)
(u701, p119):(u701, p502, 4331)
(u701, p313):(u701, p502, 4332)
(u701, p494):(u701, p502, 4333)
(u701, p358):(u701, p502, 4334)
(u701, p213):(u701, p502, 4335)
(u701, p379):(u701, p502, 4336)
(u701, p170):(u701, p502, 4337)
(u701, p15):(u701, p502, 4338)
(u701, p51):(u701, p502, 4339)
(u701, p127):(u701, p502, 4340)
(u701, p333):(u701, p502, 4341)
(u701, p124):(u701, p502, 4342)
(u701, p635):(u701, p502, 4343)
(u701, p502):(-1, -1, 4344)
(u308, p132):(u722, p132, 4345)
(u816, p132):(u722, p132, 4346)
(u589, p132):(u722, p132, 4347)
(u553, p132):(u722, p132, 4348)
(u33, p132):(u722, p132, 4349)
(u231, p132):(u722, p132, 4350)
(u722, p132):(-1, -1, 4351)
(u543, p34):(u726, p34, 4352)
(u789, p335):(u728, p335, 4353)
(u588, p335):(u728, p335, 4354)
(u343, p335):(u728, p335, 4355)
(u910, p335):(u728, p335, 4356)
(u343, p96):(u728, p96, 4357)
(u910, p96):(u728, p96, 4358)
(u1075, p106):(u731, p106, 4359)
(u909, p106):(u731, p106, 4360)
(u1133, p645):(u732, p645, 4361)
(u732, p645):(-1, -1, 4362)
(u780, p41):(u734, p41, 4363)
(u23, p41):(u734, p41, 4364)
(u537, p41):(u734, p41, 4365)
(u656, p41):(u734, p41, 4366)
(u399, p41):(u734, p41, 4367)
(u863, p41):(u734, p41, 4368)
(u146, p41):(u734, p41, 4369)
(u338, p41):(u734, p41, 4370)
(u441, p41):(u734, p41, 4371)
(u122, p41):(u734, p41, 4372)
(u690, p41):(u734, p41, 4373)
(u1173, p41):(u734, p41, 4374)
(u912, p41):(u734, p41, 4375)
(u1166, p41):(u734, p41, 4376)
(u1085, p41):(u734, p41, 4377)
(u686, p41):(u734, p41, 4378)
(u1106, p41):(u734, p41, 4379)
(u794, p41):(u734, p41, 4380)
(u308, p41):(u734, p41, 4381)
(u1095, p41):(u734, p41, 4382)
(u789, p41):(u734, p41, 4383)
(u156, p41):(u734, p41, 4384)
(u1143, p41):(u734, p41, 4385)
(u1132, p41):(u734, p41, 4386)
(u318, p41):(u734, p41, 4387)
(u281, p41):(u734, p41, 4388)
(u12, p41):(u734, p41, 4389)
(u530, p41):(u734, p41, 4390)
(u884, p41):(u734, p41, 4391)
(u746, p41):(u734, p41, 4392)
(u653, p41):(u734, p41, 4393)
(u734, p41):(-1, -1, 4394)
(u1134, p352):(u736, p352, 4395)
(u194, p352):(u736, p352, 4396)
(u383, p352):(u736, p352, 4397)
(u736, p352):(-1, -1, 4398)
(u1072, p465):(u738, p465, 4399)
(u738, p465):(-1, -1, 4400)
(u580, p481):(u739, p481, 4401)
(u301, p481):(u739, p481, 4402)
